primerid	coef	ci.hi	ci.lo	P	celltype	FDR
NVL	-0.004493488	0.00020231	-0.009189285	0.046337492	OPC	0.107480038
NXN	-0.004361079	0.000529042	-0.0092512	0.08710912	OPC	0.169262199
NXPE3	-0.003395439	0.001141005	-0.007931884	0.011876442	OPC	0.039209224
NXPH1	0.039522372	0.050888096	0.028156647	1.98345E-23	OPC	2.08353E-21
OARD1	0.000971754	0.002541744	-0.000598236	0.569713223	OPC	0.659953513
OAT	0.001201867	0.003209875	-0.000806142	0.06789286	OPC	0.142038484
OAZ2	0.000433253	0.002171826	-0.00130532	0.595386079	OPC	0.68205745
OBSL1	0.000742277	0.003157855	-0.001673301	0.771314055	OPC	0.823836134
OCIAD1	0.003211877	0.006921603	-0.000497849	0.001531613	OPC	0.007844494
OCRL	-0.00420047	0.000164132	-0.008565072	0.027298025	OPC	0.072097983
ODF2L	-0.004727023	8.63763E-05	-0.009540422	0.053143905	OPC	0.119199836
ODR4	-0.00364801	0.00079105	-0.008087069	0.023109932	OPC	0.064114108
OFD1	0.001964135	0.004567653	-0.000639384	0.194335411	OPC	0.301696367
OGA	0.010638269	0.014036207	0.00724033	1.47495E-05	OPC	0.00015953
OGDH	-0.002545593	0.001491097	-0.006582283	0.252967895	OPC	0.366679159
OGFOD1	-0.002902536	0.000616983	-0.006422056	0.090252864	OPC	0.173860268
OGFR	0.00285328	0.003802052	0.001904508	0.00335235	OPC	0.01472867
OGFRL1	-0.007838026	-0.001958306	-0.013717745	0.000208379	OPC	0.00154678
OGT	0.006750145	0.009773239	0.00372705	0.000232715	OPC	0.001698328
OLA1	0.002708261	0.007363921	-0.001947399	0.000432379	OPC	0.002863592
OLFM1	0.00121185	0.003685883	-0.001262183	0.251265383	OPC	0.364745163
OLFM2	0.009766489	0.012614849	0.00691813	6.85507E-06	OPC	8.13805E-05
OLIG1	0.028977598	0.034935061	0.023020135	5.17301E-19	OPC	3.62268E-17
OLIG2	0.010271005	0.015226587	0.005315423	0.000325146	OPC	0.002251983
OMG	0.005548028	0.007635874	0.003460181	0.000435236	OPC	0.002876541
OOEP	-0.000211959	0.001644791	-0.00206871	0.708339099	OPC	0.775095796
OPA1	0.000833746	0.005519914	-0.003852421	0.653733387	OPC	0.730550221
OPCML	-0.008211348	-0.005195505	-0.011227191	2.53485E-07	OPC	4.3286E-06
OPHN1	-0.009459988	-0.004493306	-0.01442667	4.23317E-05	OPC	0.000396067
ORC2	-0.004296858	0.000263548	-0.008857265	0.073381357	OPC	0.149905285
ORC3	-0.000136848	0.003078914	-0.003352609	0.110924346	OPC	0.200898248
ORC4	0.003064748	0.006667676	-0.000538179	0.132032513	OPC	0.227990389
ORC5	-0.00072419	0.002276004	-0.003724385	0.133814144	OPC	0.230035571
ORMDL1	0.000167788	0.003360747	-0.003025171	0.884305029	OPC	0.913282386
OS9	0.001894099	0.003660898	0.0001273	0.011647068	OPC	0.038728597
OSBP	-0.002701974	0.000900655	-0.006304604	0.11225705	OPC	0.202782211
OSBP2	-0.00525325	6.70259E-05	-0.010573527	0.0586094	OPC	0.127819746
OSBPL10	0.000529743	0.002078649	-0.001019162	0.659262211	OPC	0.734951746
OSBPL11	-0.002704364	0.001069713	-0.006478442	0.21563156	OPC	0.326128622
OSBPL1A	-0.004897339	0.001442774	-0.011237451	0.016147889	OPC	0.049248538
OSBPL3	0.003277791	0.003872974	0.002682608	3.35974E-05	OPC	0.000323965
OSBPL5	-0.00118258	0.001670734	-0.004035893	0.350723457	OPC	0.463418608
OSBPL6	0.007285275	0.010802453	0.003768097	0.003134627	OPC	0.013984795
OSBPL8	0.003773229	0.008036868	-0.000490411	0.200346669	OPC	0.309010781
OSBPL9	-0.002254777	0.002978023	-0.007487577	0.427389232	OPC	0.533403446
OSGEP	0.000516034	0.002230256	-0.001198188	0.750882241	OPC	0.808364375
OSMR	-0.000869141	0.002130019	-0.003868302	0.022424547	OPC	0.062697082
OSTF1	-0.001254408	0.001493152	-0.004001968	0.109751335	OPC	0.199137924
OSTM1	-0.003973982	0.000264983	-0.008212946	0.005804829	OPC	0.022558788
OTOGL	0.002617513	0.004832647	0.000402379	0.156562701	OPC	0.258748321
OTUB1	0.002537113	0.003044253	0.002029973	6.79563E-05	OPC	0.00059263
OTUD3	0.000872121	0.002307177	-0.000562935	0.099202877	OPC	0.185483696
OTUD4	0.000693234	0.003660823	-0.002274355	0.266150157	OPC	0.380535995
OTUD5	-0.000431165	0.002307521	-0.00316985	0.911338262	OPC	0.933004751
OTUD6B	0.00030037	0.002087674	-0.001486934	0.515779666	OPC	0.612416583
OTUD7A	-0.01689781	-0.009821368	-0.023974252	6.76892E-07	OPC	1.04519E-05
OTUD7B	-0.007049877	-0.001281292	-0.012818462	0.006239519	OPC	0.023852775
OTULIN	-0.000753966	0.001586679	-0.003094611	0.18153523	OPC	0.287347888
OXCT1	-0.006296279	-0.000664156	-0.011928402	0.002430177	OPC	0.011431165
OXNAD1	-0.001087564	0.002103682	-0.004278809	0.056919449	OPC	0.124920083
OXR1	-0.007936244	-0.001065456	-0.014807032	0.026851558	OPC	0.071299061
OXSR1	0.005076591	0.006529763	0.003623419	0.000169067	OPC	0.001294285
OXTR	-0.000677588	0.001967864	-0.00332304	0.463841984	OPC	0.567417401
P2RX7	0.009156095	0.012186473	0.006125717	3.24761E-05	OPC	0.000316232
P2RY14	-0.005523455	-0.000874042	-0.010172868	5.33829E-05	OPC	0.000480031
P3H2	0.001846858	0.004153922	-0.000460207	0.276333822	OPC	0.39106397
P3H4	0.00073706	0.002156907	-0.000682787	0.309812045	OPC	0.424239959
P4HA1	0.008435331	0.008891046	0.007979615	1.02594E-24	OPC	1.13246E-22
P4HB	0.001637645	0.004037983	-0.000762693	0.361627651	OPC	0.473589529
P4HTM	-0.004391298	6.02665E-05	-0.008842862	0.026881338	OPC	0.071323505
PAAF1	-2.26146E-05	0.002993056	-0.003038285	0.079529057	OPC	0.158456332
PABPC1	0.001358009	0.003989505	-0.001273487	0.180332078	OPC	0.286096635
PABPC4	-0.003266882	0.000904732	-0.007438495	0.091386404	OPC	0.175216243
PABPN1	-0.020478889	-0.012631046	-0.028326733	1.10008E-16	OPC	6.80968E-15
PACRG	-0.000580255	0.003463574	-0.004624084	0.958787314	OPC	0.969555492
PACRGL	-0.000999079	0.002665532	-0.004663691	0.119376232	OPC	0.212199691
PACS1	-0.000214707	0.004833846	-0.00526326	0.528043934	OPC	0.62371616
PACS2	-0.006331739	-0.000702005	-0.011961474	0.025546079	OPC	0.068834421
PACSIN2	-0.003861026	0.000772198	-0.00849425	0.162292517	OPC	0.266061485
PADI2	-0.000908494	0.001782175	-0.003599163	0.64742435	OPC	0.72605426
PAFAH1B1	-0.008867918	-0.002258388	-0.015477448	0.004218711	OPC	0.017672705
PAFAH1B2	-0.001629252	0.001596448	-0.004854953	0.087941887	OPC	0.170498072
PAG1	0.003625867	0.00754432	-0.000292586	0.04896198	OPC	0.11214186
PAIP1	0.000217343	0.002382517	-0.001947832	0.080747305	OPC	0.15990319
PAIP2	-0.005221461	-0.000314312	-0.010128611	0.012228887	OPC	0.040181458
PAK1	-0.00441594	0.000345024	-0.009176904	0.083043341	OPC	0.163099003
PAK2	-0.009388154	-0.003061077	-0.01571523	9.43798E-05	OPC	0.000789306
PAK3	-0.00289433	0.002543828	-0.008332489	0.364694927	OPC	0.476074173
PAK5	0.001473528	0.00513223	-0.002185174	0.52675668	OPC	0.622465325
PALLD	-0.001360718	0.004529043	-0.007250478	0.679388916	OPC	0.751828149
PALM	0.001585798	0.003563384	-0.000391788	0.404711729	OPC	0.513236952
PAM	0.001228065	0.006818973	-0.004362842	0.800840272	OPC	0.84896416
PAN2	0.001712814	0.00206862	0.001357008	0.000368922	OPC	0.002500234
PAN3	-0.001091032	0.005259213	-0.007441276	0.328939597	OPC	0.442553624
PANK2	-0.002396731	0.001676436	-0.006469898	0.165335053	OPC	0.269519849
PANK3	-0.004638494	0.000150636	-0.009427625	0.021855843	OPC	0.061521136
PAPOLA	0.014655194	0.016844734	0.012465654	1.34587E-15	OPC	7.12282E-14
PAPOLG	-0.001645859	0.00138378	-0.004675499	0.060167924	OPC	0.130602448
PAPSS1	0.003570468	0.007654461	-0.000513526	0.288800737	OPC	0.403924856
PAPSS2	-0.003139681	0.000582432	-0.006861794	0.07466988	OPC	0.151920362
PAQR3	-0.000370114	0.001800662	-0.002540889	0.936184648	OPC	0.951800161
PARD3	0.03435028	0.043496759	0.0252038	1.00109E-18	OPC	6.73842E-17
PARD3B	0.010904903	0.014084161	0.007725645	1.64383E-06	OPC	2.25785E-05
PARD6G	-0.000855509	0.002136095	-0.003847112	0.480381404	OPC	0.582354305
PARG	-0.003013543	0.002321591	-0.008348677	0.082215835	OPC	0.161886504
PARK7	-0.00104826	0.001390101	-0.003486621	0.000144357	OPC	0.001137305
PARN	-0.001519894	0.00245176	-0.005491548	0.723586131	OPC	0.786693585
PARP10	0.001850666	0.002620635	0.001080698	0.005372763	OPC	0.021404632
PARP11	-0.001924696	0.002074224	-0.005923617	0.570549952	OPC	0.660591653
PARP14	-0.008979362	-0.002773868	-0.015184856	0.000534202	OPC	0.003404066
PARP4	-0.004412651	2.86892E-05	-0.008853991	0.012080226	OPC	0.03976838
PARP6	0.00110638	0.003399996	-0.001187236	0.007333306	OPC	0.026886202
PARP8	0.000320188	0.005919556	-0.005279181	0.442797158	OPC	0.548198696
PARP9	-0.003176824	0.000703881	-0.007057529	0.084656701	OPC	0.165564148
PARVA	-0.004587764	0.000191986	-0.009367513	0.04123044	OPC	0.098433417
PATJ	-0.006911376	-0.00093669	-0.012886062	0.019122398	OPC	0.055704026
PAWR	0.001376856	0.002928631	-0.000174919	0.312340263	OPC	0.42685887
PAXBP1	-0.004360841	0.001379593	-0.010101275	0.242621584	OPC	0.355898268
PAXIP1	-0.001466503	0.001626671	-0.004559678	0.260966909	OPC	0.374825684
PAXX	0.004031619	0.00482909	0.003234147	9.94677E-06	OPC	0.000111768
PBRM1	0.000466387	0.005162224	-0.004229449	0.970171453	OPC	0.977645157
PBX1	0.018777164	0.025721144	0.011833185	1.11767E-06	OPC	1.6096E-05
PBX3	0.014997255	0.018240249	0.011754261	1.46455E-09	OPC	3.70574E-08
PC	-0.0004113	0.002109068	-0.002931668	0.398795589	OPC	0.507777744
PCBD2	-0.003442543	0.000628009	-0.007513095	0.085340945	OPC	0.166532812
PCBP1	0.002357296	0.004069636	0.000644956	0.000827451	OPC	0.004877772
PCBP2	0.007707371	0.010369323	0.005045419	0.000167887	OPC	0.001288237
PCBP4	0.010797862	0.011583485	0.010012239	3.54337E-19	OPC	2.57637E-17
PCCA	-0.002328114	0.004542706	-0.009198934	0.308488455	OPC	0.42317975
PCCB	0.000574651	0.003436425	-0.002287123	0.830583939	OPC	0.871009206
PCDH10	-0.000759701	0.002788021	-0.004307423	0.111432631	OPC	0.201555552
PCDH11X	-0.002661492	0.003476626	-0.00879961	0.233386502	OPC	0.34537217
PCDH11Y	0.000217608	0.000686437	-0.00025122	0.615808044	OPC	0.699497921
PCDH15	0.010009523	0.013182213	0.006836832	6.28383E-11	OPC	1.93626E-09
PCDH17	-0.001623184	0.004484297	-0.007730665	0.361630314	OPC	0.473589529
PCDH19	0.004018203	0.005869674	0.002166733	0.007829581	OPC	0.02825741
PCDH7	0.035691315	0.044871868	0.026510761	1.16207E-28	OPC	1.83105E-26
PCDH9	0.036534463	0.041589849	0.031479076	9.0329E-112	OPC	1.2525E-108
PCED1A	0.00281726	0.003065488	0.002569032	1.74499E-09	OPC	4.38333E-08
PCED1B	-0.001564085	0.001466902	-0.004595073	0.371985576	OPC	0.483225782
PCF11	-3.22799E-05	0.003543452	-0.003608011	0.007154023	OPC	0.026382361
PCGF2	0.001948833	0.002690694	0.001206973	0.003357341	OPC	0.014741259
PCGF3	0.000797626	0.003019878	-0.001424626	0.790510112	OPC	0.840068456
PCGF5	0.003219874	0.007805614	-0.001365867	0.024688033	OPC	0.067148739
PCID2	-0.001339487	0.002091813	-0.004770787	0.069608167	OPC	0.144749082
PCLO	-0.017490072	-0.009609269	-0.025370875	4.86569E-07	OPC	7.82687E-06
PCM1	0.003992802	0.01004153	-0.002055926	0.443524466	OPC	0.548840456
PCMT1	-0.003547134	0.000582696	-0.007676964	0.063569735	OPC	0.135901627
PCMTD1	-0.00279806	0.002965964	-0.008562083	0.014174435	OPC	0.044547307
PCMTD2	-0.002216808	0.00411248	-0.008546096	0.358284916	OPC	0.470541641
PCNP	0.001981874	0.004022961	-5.92138E-05	0.030640419	OPC	0.078716987
PCNT	-0.004923416	0.000112761	-0.009959593	0.006881334	OPC	0.025635837
PCNX1	-0.003471987	0.003161306	-0.010105281	0.00738986	OPC	0.027036358
PCNX2	-0.011583302	-0.004709453	-0.018457151	0.000741521	OPC	0.004443356
PCNX3	0.002022118	0.002814693	0.001229543	0.020596646	OPC	0.058812416
PCNX4	-0.005152706	0.000373087	-0.010678499	0.099047306	OPC	0.185259545
PCOLCE2	-0.001622427	0.001410823	-0.004655676	0.16432369	OPC	0.268312799
PCSK1N	0.004042085	0.007399685	0.000684484	0.00960364	OPC	0.033054975
PCSK2	0.000884915	0.004468282	-0.002698451	0.126417434	OPC	0.221158735
PCSK5	0.011772896	0.014605701	0.008940092	1.76589E-07	OPC	3.11221E-06
PCSK6	-0.003032757	0.001237073	-0.007302587	0.040638839	OPC	0.09725546
PCSK7	-0.007024646	-0.001434501	-0.012614791	0.003217946	OPC	0.014237411
PCTP	-0.003669112	0.000659735	-0.00799796	0.036200482	OPC	0.089284219
PCYOX1	-0.000573366	0.001570938	-0.00271767	0.117321802	OPC	0.209799342
PCYT1B	-0.005372119	-0.000297252	-0.010446986	0.026550462	OPC	0.070733364
PDCD10	0.000727392	0.002995715	-0.001540931	0.195543918	OPC	0.303086515
PDCD4	0.003081178	0.004422976	0.001739381	0.003724977	OPC	0.016070482
PDCD5	0.00029355	0.002099129	-0.001512029	0.1324985	OPC	0.228364239
PDCD6	0.000886377	0.002107682	-0.000334928	0.130776018	OPC	0.226498755
PDCD6IP	-0.007961656	-0.002002167	-0.013921145	0.010051442	OPC	0.034277741
PDCD7	-0.003344917	0.00088641	-0.007576245	0.104379737	OPC	0.19246402
PDE10A	-0.000535174	0.003349716	-0.004420063	0.755325264	OPC	0.811760976
PDE1A	-0.005385088	-0.000137871	-0.010632306	0.017850141	OPC	0.052902167
PDE1C	-0.00443767	0.001919224	-0.010794565	0.27191834	OPC	0.386630404
PDE2A	0.001084186	0.002232814	-6.44415E-05	0.05718933	OPC	0.125432973
PDE3A	0.003254521	0.004336995	0.002172046	0.003747224	OPC	0.016116317
PDE3B	-0.005271609	0.000682237	-0.011225456	0.13834225	OPC	0.236354564
PDE4A	-0.001007957	0.001944813	-0.003960726	0.348101273	OPC	0.461185959
PDE4B	0.015309534	0.020246932	0.010372136	5.77573E-12	OPC	2.10753E-10
PDE4D	0.015249708	0.022749039	0.007750377	7.15608E-06	OPC	8.45198E-05
PDE4DIP	0.02380305	0.030729492	0.016876607	9.05818E-14	OPC	4.05164E-12
PDE5A	-0.010724499	-0.004493331	-0.016955666	2.24555E-07	OPC	3.88239E-06
PDE6D	-0.000277001	0.002498751	-0.003052752	0.757672008	OPC	0.813526411
PDE7A	-0.005678706	8.18793E-05	-0.011439291	9.76676E-06	OPC	0.000110642
PDE7B	0.010749213	0.016708305	0.004790122	0.001409177	OPC	0.007367892
PDE8A	-0.00705617	-0.000962076	-0.013150264	0.009001785	OPC	0.031408845
PDE8B	-0.009789628	-0.003173418	-0.016405837	1.97184E-09	OPC	4.93528E-08
PDE9A	-0.001073719	0.002807672	-0.004955109	0.172370065	OPC	0.277787461
PDGFC	0.013308417	0.017043491	0.009573342	2.70046E-07	OPC	4.56641E-06
PDGFRA	-0.005368685	0.001598196	-0.012335567	3.78123E-08	OPC	7.71038E-07
PDHA1	-0.000211146	0.001823994	-0.002246286	0.250996806	OPC	0.36450793
PDHX	-0.002343315	0.001805342	-0.006491972	0.273002757	OPC	0.387457136
PDIA3	-0.00125921	0.00213924	-0.00465766	0.022442479	OPC	0.06271411
PDIA6	0.001522082	0.003245498	-0.000201334	0.001270926	OPC	0.006825197
PDK4	0.002227509	0.003777577	0.000677441	0.105789337	OPC	0.194189549
PDLIM5	0.007284833	0.012802527	0.00176714	0.052869686	OPC	0.118853935
PDPK1	0.0004542	0.003318659	-0.002410258	0.155985894	OPC	0.258102674
PDPN	0.001511002	0.002765328	0.000256677	0.169761846	OPC	0.275054658
PDPR	0.002532644	0.00396389	0.001101398	0.050453796	OPC	0.114687269
PDS5A	0.005119088	0.00913202	0.001106156	0.014015846	OPC	0.044173094
PDS5B	0.008717774	0.013674474	0.003761075	0.006685656	OPC	0.025068498
PDSS2	0.000450113	0.004931591	-0.004031364	0.28572353	OPC	0.40067177
PDXDC1	-0.001434419	0.003759736	-0.006628574	0.681407232	OPC	0.753100007
PDXK	-0.001165219	0.002400201	-0.004730638	0.09655192	OPC	0.182065079
PDZD2	-0.013337642	-0.008337884	-0.018337401	5.2747E-11	OPC	1.6775E-09
PDZD4	0.001460423	0.003718317	-0.000797471	0.547811356	OPC	0.64106787
PDZD8	-0.007417008	-0.00183471	-0.012999307	0.002829677	OPC	0.01290504
PDZRN4	0.021276525	0.029489392	0.013063659	2.95927E-08	OPC	6.1427E-07
PEA15	0.00154457	0.002912046	0.000177094	0.091247385	OPC	0.174998096
PEAK1	-0.000897739	0.005576381	-0.00737186	0.952012465	OPC	0.963969975
PEBP1	-0.00063277	0.003195844	-0.004461385	0.000349168	OPC	0.002387361
PEG10	-0.006267752	-0.001236317	-0.011299188	3.81627E-07	OPC	6.25489E-06
PELI1	-0.001090437	0.003167881	-0.005348755	0.556787485	OPC	0.648338534
PELI2	0.007545272	0.012361378	0.002729166	0.012711228	OPC	0.04131596
PEMT	0.001120824	0.002154583	8.70658E-05	0.274547891	OPC	0.389092504
PEPD	-0.0005631	0.002012679	-0.003138879	0.267297157	OPC	0.38161011
PER1	0.002085742	0.003552962	0.000618521	0.111396707	OPC	0.201555552
PER3	-0.004114496	0.001028791	-0.009257783	0.045122979	OPC	0.105368008
PEX1	-0.003422993	0.000690613	-0.007536599	0.0091797	OPC	0.031933197
PEX14	0.000170766	0.002835574	-0.002494042	0.523129536	OPC	0.61891759
PEX2	-0.001342066	0.002123518	-0.004807649	0.048448719	OPC	0.111334097
PEX3	-0.000581778	0.002646498	-0.003810055	0.169370942	OPC	0.274549624
PEX5	-0.000946605	0.001602931	-0.003496141	0.698175941	OPC	0.767473252
PEX5L	0.01701898	0.019754775	0.014283184	4.66128E-13	OPC	1.88986E-11
PEX6	0.001881274	0.003178124	0.000584424	0.084541429	OPC	0.165418957
PEX7	-0.001685049	0.001445485	-0.004815584	0.211672843	OPC	0.322063032
PFDN1	-0.003037887	0.000532948	-0.006608722	0.028883148	OPC	0.075422547
PFDN2	-0.00060057	0.001651371	-0.002852512	0.30295016	OPC	0.417067804
PFDN5	0.000645893	0.002929117	-0.001637332	0.014203296	OPC	0.044617783
PFKFB3	-0.002903388	0.001119568	-0.006926343	0.148791883	OPC	0.248931979
PFKL	-0.001275858	0.002614519	-0.005166235	0.629113068	OPC	0.710480681
PFKM	-0.000894587	0.001410867	-0.00320004	0.25809006	OPC	0.371771948
PFKP	-0.001997094	0.001242471	-0.005236658	0.290718905	OPC	0.405789041
PFN1	0.000548425	0.001948002	-0.000851152	0.028046193	OPC	0.073736918
PGAM1	0.00191875	0.003091069	0.000746431	0.000892479	OPC	0.005164904
PGAP1	0.008338129	0.012554642	0.004121617	0.002723713	OPC	0.012497356
PGBD5	-0.002547661	0.00134808	-0.006443402	0.309141392	OPC	0.423656309
PGD	-0.001417975	0.001203658	-0.004039609	0.336506077	OPC	0.449864371
PGGT1B	-0.001258356	0.00168183	-0.004198542	0.248292643	OPC	0.36209779
PGK1	0.002209701	0.003774078	0.000645324	0.007118172	OPC	0.026264123
PGM1	-0.002347603	0.001232839	-0.005928045	0.276778767	OPC	0.391294289
PGM3	-9.57693E-05	0.003070885	-0.003262424	0.230793438	OPC	0.342411921
PGP	-0.000864754	0.00146383	-0.003193338	0.347326306	OPC	0.460344454
PGRMC1	0.00314592	0.005473061	0.000818779	0.001064998	OPC	0.005902182
PGRMC2	0.000554872	0.001977922	-0.000868178	0.644366236	OPC	0.723347006
PHACTR1	-0.007758841	-0.001251566	-0.014266115	0.032754293	OPC	0.082847688
PHACTR3	0.009620261	0.016937515	0.002303006	0.030821723	OPC	0.078967851
PHACTR4	-0.010567469	-0.003977066	-0.017157871	0.000984544	OPC	0.005563036
PHB	-0.000428609	0.001476376	-0.002333594	0.093631995	OPC	0.178534275
PHB2	0.00099297	0.002163014	-0.000177074	0.206263206	OPC	0.315748026
PHC1	0.002674524	0.003305479	0.002043569	7.82191E-05	OPC	0.000668672
PHC2	0.002950077	0.007332995	-0.001432842	0.443711345	OPC	0.548840456
PHC3	-0.001691117	0.004034616	-0.00741685	0.004516721	OPC	0.018628452
PHF1	0.002748357	0.003473409	0.002023304	0.000858627	OPC	0.005012237
PHF10	-0.00048416	0.002142232	-0.003110551	0.542344507	OPC	0.636545533
PHF11	-9.62779E-05	0.001979312	-0.002171868	0.886525845	OPC	0.915034046
PHF12	0.001142913	0.003559503	-0.001273677	0.069910971	OPC	0.145117593
PHF14	0.013629659	0.019818191	0.007441127	0.000209169	OPC	0.001550986
PHF2	-0.000490321	0.002286838	-0.00326748	0.089178646	OPC	0.172317601
PHF20	-0.001850875	0.001916913	-0.005618663	0.474722502	OPC	0.577007557
PHF20L1	-0.003526335	0.002107393	-0.009160063	0.212622112	OPC	0.322869801
PHF21A	0.00321122	0.009944873	-0.003522433	0.505764406	OPC	0.603198676
PHF21B	-0.006619497	-0.001030144	-0.01220885	0.015537372	OPC	0.047769666
PHF3	0.001006029	0.006362995	-0.004350936	0.138246616	OPC	0.236249394
PHF6	-0.002456583	0.001481927	-0.006395093	0.017126979	OPC	0.05140318
PHF8	-0.000713982	0.002397506	-0.003825469	0.821360087	OPC	0.864110696
PHGDH	0.002136392	0.002805748	0.001467035	0.003051142	OPC	0.013682772
PHIP	-0.003615624	0.002731165	-0.009962412	0.237317815	OPC	0.34954842
PHKA1	0.000409433	0.002012082	-0.001193216	0.475019624	OPC	0.577267494
PHKA2	3.19266E-05	0.002881452	-0.002817599	0.995178454	OPC	0.996184265
PHKB	-0.005604796	0.000555229	-0.011764821	0.098246668	OPC	0.184043273
PHLDA1	0.000949067	0.006693831	-0.004795696	0.011811844	OPC	0.039089027
PHLDA3	0.002464686	0.003214783	0.001714589	0.002543701	OPC	0.011835894
PHLDB1	0.008163179	0.01190506	0.004421299	3.79885E-05	OPC	0.000362275
PHLPP1	0.004391648	0.011675122	-0.002891825	0.263165885	OPC	0.377436715
PHLPP2	-0.004539357	3.90874E-05	-0.009117801	0.033497042	OPC	0.08416593
PHPT1	0.000155513	0.002002528	-0.001691503	0.433183916	OPC	0.539088869
PHTF1	-0.002728738	0.000878996	-0.006336472	0.007099289	OPC	0.026222361
PHTF2	-0.006575948	-0.000466527	-0.01268537	0.000255896	OPC	0.001832773
PHYHIP	-0.002938013	0.001345465	-0.007221491	0.015230521	OPC	0.047013892
PHYHIPL	0.003757378	0.010930952	-0.003416196	0.471928089	OPC	0.574820351
PHYKPL	0.000159113	0.002581688	-0.002263462	0.97970391	OPC	0.985531311
PI4KA	-0.013206629	-0.006293143	-0.020120115	9.4935E-06	OPC	0.000108421
PI4KB	0.000378257	0.003237067	-0.002480552	0.193160113	OPC	0.300541118
PIANP	0.002288222	0.003457888	0.001118556	0.029657792	OPC	0.07683762
PIAS1	0.003093557	0.007975573	-0.001788459	0.362489936	OPC	0.474267358
PIAS2	-0.00335581	0.002380839	-0.009092458	0.442023663	OPC	0.547436594
PIAS4	0.002233377	0.00321732	0.001249435	0.015057641	OPC	0.046688115
PIBF1	-9.99778E-05	0.005539981	-0.005739936	0.778907815	OPC	0.830156477
PICALM	0.003502908	0.009826063	-0.002820247	0.438844197	OPC	0.544568967
PID1	0.010005027	0.017860091	0.002149962	0.029255934	OPC	0.07602376
PIDD1	0.001325121	0.002279819	0.000370422	0.162055741	OPC	0.265736152
PIEZO1	-0.00322192	0.001514436	-0.007958277	0.118328407	OPC	0.210946477
PIGC	0.001006273	0.002752114	-0.000739568	0.068913645	OPC	0.143779085
PIGF	0.00166057	0.00419013	-0.00086899	0.414939502	OPC	0.522385249
PIGG	0.000449955	0.002326848	-0.001426938	0.890663885	OPC	0.917665732
PIGK	-0.001798504	0.001816038	-0.005413046	0.028916746	OPC	0.075453442
PIGL	-0.007934349	-0.002108599	-0.013760099	0.002035116	OPC	0.009901374
PIGN	-0.002947486	0.002125178	-0.008020151	0.074441648	OPC	0.151674528
PIGQ	-0.008226205	-0.001917323	-0.014535087	0.000562317	OPC	0.003560315
PIGT	0.00138216	0.002017152	0.000747169	0.013343373	OPC	0.042611519
