primerid	coef	ci.hi	ci.lo	P
GABRD	-0.034615877	-0.02982405	0.02982405	7.95019E-64
GABRG1	0.002387687	0.005784999	-0.005784999	2.47999E-05
GABRG2	-0.000634459	0.007762376	-0.007762376	3.07111E-11
GABRG3	-0.161372636	-0.151484226	0.151484226	3.0467E-222
GAD1	-0.010177004	-0.005368439	0.005368439	1.41262E-31
GAD2	-0.000440964	0.004113992	-0.004113992	6.55951E-10
GAK	-0.029685107	-0.024741991	0.024741991	1.70354E-39
GALC	-0.005850012	-0.002749274	0.002749274	5.81573E-13
GALK2	-0.025178806	-0.019710948	0.019710948	4.47334E-21
GALNT1	-0.016695447	-0.011454016	0.011454016	3.45776E-11
GALNT11	-0.051764827	-0.04561677	0.04561677	1.06997E-62
GALNT13	-0.036520848	-0.028088456	0.028088456	1.9126E-20
GALNT14	-0.015072436	-0.011028437	0.011028437	8.02568E-13
GALNT16	0.042604764	0.047211762	-0.047211762	3.71429E-76
GALNT17	-0.127373325	-0.11784471	0.11784471	6.5691E-149
GALNT18	-0.071766143	-0.063957385	0.063957385	5.17257E-72
GALNT2	-0.008184124	-0.003204849	0.003204849	0.000456688
GALNT7	-0.011470517	-0.006019149	0.006019149	4.72555E-06
GALNT8	-0.006109986	-0.0017559	0.0017559	0.014938304
GALNT9	-0.004745736	0.000668221	-0.000668221	3.87113E-14
GALNTL6	-0.079280146	-0.067991072	0.067991072	3.37556E-70
GAMT	0.02227204	0.025314639	-0.025314639	2.40187E-48
GAN	-0.027822608	-0.023946689	0.023946689	3.60817E-46
GANAB	0.01140998	0.014517723	-0.014517723	5.58005E-17
GANC	0.00288989	0.00558787	-0.00558787	2.52748E-06
GAP43	-0.04205273	-0.035701233	0.035701233	5.26822E-39
GAPDH	0.082205653	0.089743176	-0.089743176	1.8513E-173
GAPVD1	-0.015457068	-0.010534982	0.010534982	5.04419E-10
GAREM1	-0.037217021	-0.030861432	0.030861432	5.11132E-33
GARNL3	-0.097831118	-0.089952283	0.089952283	7.8918E-134
GAS2	-0.020421655	-0.015623531	0.015623531	1.10125E-17
GAS2L1	0.018635021	0.021374698	-0.021374698	2.60778E-39
GAS6	0.018216366	0.022217326	-0.022217326	3.06869E-23
GAS7	-0.006854504	0.001318851	-0.001318851	1.13459E-07
GAS8	-0.008114013	-0.004846485	0.004846485	7.79958E-11
GATAD1	0.006253031	0.009024438	-0.009024438	6.23694E-20
GATAD2B	-0.01307504	-0.006866294	0.006866294	9.602E-08
GATB	-0.015221196	-0.011659339	0.011659339	5.66899E-22
GATD1	0.00519267	0.008829757	-0.008829757	9.48353E-17
GBA	-0.023075713	-0.018991812	0.018991812	8.51222E-38
GBE1	-0.006412466	-0.002547999	0.002547999	6.58045E-10
GBF1	-0.008652702	-0.003598717	0.003598717	3.61648E-05
GCA	-0.007945999	-0.004945841	0.004945841	1.52969E-23
GCC2	-0.047429825	-0.040854301	0.040854301	5.72997E-56
GCFC2	-0.027685115	-0.023704128	0.023704128	1.73662E-44
GCLC	0.001021621	0.003602282	-0.003602282	6.80348E-05
GCLM	-0.00083583	0.002279554	-0.002279554	0.000330438
GCNA	0.001060195	0.003722388	-0.003722388	0.602895178
GDA	-0.031199957	-0.02601437	0.02601437	4.52579E-38
GDAP1	-0.017077229	-0.008023932	0.008023932	1.57867E-13
GDAP1L1	-0.024419476	-0.020119734	0.020119734	2.86624E-31
GDAP2	-0.001995205	0.001373052	-0.001373052	0.000103556
GDI1	0.10077692	0.108882535	-0.108882535	8.6471E-145
GDI2	0.000290825	0.003676851	-0.003676851	1.07228E-06
GDPD1	-0.030453509	-0.025952044	0.025952044	1.46705E-44
GFAP	0.179645832	0.184288407	-0.184288407	0
GFM1	-0.008496595	-0.005621941	0.005621941	6.5612E-13
GFM2	-0.006466172	-0.003295118	0.003295118	1.45078E-06
GFOD1	-0.015657237	-0.007789215	0.007789215	2.24024E-06
GFOD2	-0.005738663	-0.003084383	0.003084383	6.9868E-05
GFPT1	-0.012453254	-0.008082777	0.008082777	6.35699E-12
GFPT2	-0.013055644	-0.010222956	0.010222956	3.16506E-22
GFRA2	-0.016333807	-0.012918649	0.012918649	4.04875E-22
GGA1	0.022494469	0.026087536	-0.026087536	3.23773E-39
GGA2	-0.000751828	0.004291289	-0.004291289	0.001137146
GGA3	-0.00176285	0.000908607	-0.000908607	0.011725042
GGNBP2	-0.012881986	-0.008998585	0.008998585	1.40764E-23
GGT7	0.053237401	0.058232094	-0.058232094	3.0958E-105
GHITM	0.005277402	0.009009467	-0.009009467	0.021741887
GHR	0.002635421	0.00795157	-0.00795157	0.001604574
GID8	0.001492632	0.004481663	-0.004481663	0.001229306
GIGYF1	0.010662085	0.015886092	-0.015886092	2.98716E-35
GIGYF2	-0.017624788	-0.011323117	0.011323117	2.3122E-12
GINM1	0.002791627	0.005601692	-0.005601692	4.46756E-08
GIPC1	-0.021029965	-0.017273876	0.017273876	9.921E-37
GIPC2	-0.010072472	-0.006037299	0.006037299	3.33901E-07
GIT1	0.049689924	0.054696224	-0.054696224	7.00662E-87
GIT2	-0.028893486	-0.023886235	0.023886235	1.75452E-29
GK	-0.030098851	-0.026562543	0.026562543	9.01088E-67
GK5	-0.015837596	-0.012201517	0.012201517	8.82185E-20
GKAP1	-0.008044712	-0.00459712	0.00459712	5.15305E-10
GLB1	-0.006950128	-0.002657655	0.002657655	1.39493E-06
GLB1L3	-0.013263204	-0.010036172	0.010036172	5.365E-19
GLCCI1	-0.093606997	-0.085752546	0.085752546	5.0094E-121
GLCE	-0.021550492	-0.017731324	0.017731324	2.76517E-28
GLDN	-0.018480326	-0.015310315	0.015310315	2.2005E-32
GLG1	-0.01551392	-0.008001793	0.008001793	2.37971E-07
GLI4	0.039169844	0.04295007	-0.04295007	7.683E-99
GLIS1	-0.025853055	-0.021013453	0.021013453	3.27697E-25
GLIS3	-0.053503172	-0.047301056	0.047301056	8.2753E-65
GLMN	-0.006555369	-0.002645884	0.002645884	2.96222E-08
GLO1	0.00570206	0.008821065	-0.008821065	3.15017E-06
GLOD4	0.003075835	0.005702545	-0.005702545	4.21416E-07
GLRA2	0.013510372	0.016626229	-0.016626229	7.80021E-21
GLRA3	-0.020375881	-0.015877273	0.015877273	1.18788E-21
GLRB	-0.050599465	-0.043994492	0.043994492	6.54287E-56
GLRX3	-0.014999887	-0.011354475	0.011354475	5.91575E-19
GLS	-0.098016815	-0.088619354	0.088619354	3.7637E-94
GLS2	-0.00982884	-0.006659255	0.006659255	1.55371E-10
GLT1D1	-0.028461454	-0.024127432	0.024127432	1.01977E-37
GLUD1	0.008702617	0.012886617	-0.012886617	1.39234E-18
GLUL	0.092678725	0.097276473	-0.097276473	0
GLYR1	-0.016317649	-0.012020877	0.012020877	5.50332E-20
GMCL1	-0.005213463	-0.000829947	0.000829947	2.24845E-09
GMDS	-0.065137563	-0.057668526	0.057668526	3.12483E-65
GMFB	0.022252966	0.025652279	-0.025652279	3.25933E-39
GMPS	-0.00058783	0.003490644	-0.003490644	0.0094178
GNA11	-0.012220589	-0.00801496	0.00801496	2.31562E-20
GNA12	-0.01083579	-0.007184009	0.007184009	6.66895E-09
GNA13	0.007559169	0.010335925	-0.010335925	8.31953E-10
GNAI1	0.011265447	0.016929787	-0.016929787	1.14445E-07
GNAI2	0.015580329	0.01925172	-0.01925172	1.07868E-19
GNAI3	-0.004504403	-0.000678	0.000678	1.09355E-05
GNAL	-0.040424777	-0.034610529	0.034610529	4.87173E-52
GNAO1	-0.011356801	-0.002978046	0.002978046	5.93639E-09
GNAQ	-0.020869756	-0.011383481	0.011383481	4.01559E-17
GNAS	0.119376586	0.128966042	-0.128966042	3.211E-136
GNAZ	0.017049883	0.020407867	-0.020407867	6.8989E-33
GNB1	0.011308135	0.017877481	-0.017877481	4.50563E-08
GNB2	0.041282054	0.04571123	-0.04571123	1.36943E-76
GNB5	-0.046496015	-0.040824376	0.040824376	1.00852E-58
GNE	0.000138335	0.002719122	-0.002719122	0.006187284
GNG2	-0.000173238	0.00492795	-0.00492795	0.441877698
GNG3	0.023603519	0.027030448	-0.027030448	3.06952E-42
GNG4	-0.005271149	-0.002356988	0.002356988	0.0012065
GNG7	-0.017092463	-0.012132076	0.012132076	4.3974E-16
GNGT1	-0.042766984	-0.040029236	0.040029236	3.5369E-253
GNL1	-0.013129942	-0.009652724	0.009652724	3.95215E-19
GNPDA1	-0.002790013	4.92281E-05	-4.92281E-05	0.000291767
GNPDA2	-0.003236585	0.000549047	-0.000549047	1.42758E-05
GNPTAB	-0.031923289	-0.026826467	0.026826467	3.53401E-36
GNPTG	-0.013398335	-0.010272796	0.010272796	1.7895E-20
GNS	0.001075455	0.004172592	-0.004172592	3.29903E-06
GOLGA1	-0.003151016	-0.000198084	0.000198084	2.88564E-05
GOLGA2	0.018143737	0.020985248	-0.020985248	1.65955E-40
GOLGA3	0.013176146	0.01758861	-0.01758861	1.20711E-14
GOLGA4	-0.154363795	-0.146144375	0.146144375	9.9815E-299
GOLGA7	0.00772676	0.010358552	-0.010358552	1.18855E-11
GOLGA7B	0.033028068	0.036975364	-0.036975364	4.83446E-71
GOLGA8A	0.024787205	0.029419222	-0.029419222	4.34764E-41
GOLGA8B	-0.046428496	-0.041240769	0.041240769	4.80977E-69
GOLGB1	-0.082033517	-0.074903593	0.074903593	1.2992E-112
GOLIM4	-0.00481281	-0.001456513	0.001456513	9.63283E-07
GOLM1	-0.006885786	-0.002148462	0.002148462	1.00659E-06
GOLPH3	0.001234841	0.005061769	-0.005061769	1.1557E-06
GOLT1B	-0.022110995	-0.018832182	0.018832182	5.40964E-50
GON4L	-0.036193346	-0.03208119	0.03208119	1.87677E-70
GOPC	0.016849835	0.020285018	-0.020285018	2.11298E-33
GOSR1	-0.015410867	-0.011299015	0.011299015	4.36595E-19
GOT1	-0.009316152	-0.005554424	0.005554424	4.58456E-06
GOT2	0.007436323	0.011041453	-0.011041453	8.98346E-05
GPALPP1	-0.014127745	-0.009561434	0.009561434	1.7437E-12
GPAT4	0.009410269	0.012683178	-0.012683178	1.05209E-12
GPATCH2	-0.034718313	-0.029722594	0.029722594	7.83619E-48
GPATCH2L	-0.02876182	-0.023493156	0.023493156	1.43674E-28
GPATCH8	-0.14033635	-0.131131381	0.131131381	1.0989E-198
GPBP1	-0.037984038	-0.031164525	0.031164525	1.11145E-29
GPBP1L1	-0.001157719	0.002942141	-0.002942141	0.039888529
GPC1	0.045779781	0.05186425	-0.05186425	1.33363E-82
GPC5	0.009109313	0.017154842	-0.017154842	5.15618E-05
GPC6	-0.064222208	-0.0554111	0.0554111	8.05591E-48
GPCPD1	-0.02505192	-0.021738673	0.021738673	1.59398E-56
GPD1L	-0.007235696	-0.003497129	0.003497129	2.35482E-06
GPD2	-0.001428262	0.002343158	-0.002343158	0.140788469
GPHN	-0.166741987	-0.158798971	0.158798971	0
GPI	0.113735058	0.118074751	-0.118074751	0
GPLD1	-0.011972753	-0.008723473	0.008723473	2.24606E-15
GPM6A	-0.013121599	-0.005124205	0.005124205	1.14168E-14
GPM6B	0.016886806	0.026016311	-0.026016311	3.00543E-13
GPR107	-0.00378249	-0.000214536	0.000214536	0.001510421
GPR135	0.010327025	0.01420683	-0.01420683	4.12204E-08
GPR137B	-0.007894168	-0.004607902	0.004607902	1.6651E-06
GPR137C	-0.048595087	-0.042540264	0.042540264	3.19922E-55
GPR155	0.002852798	0.008407095	-0.008407095	6.55862E-09
GPR158	-0.072590186	-0.063634245	0.063634245	9.86664E-57
GPR162	0.034008143	0.038013674	-0.038013674	1.52903E-60
GPR173	0.002623429	0.005218177	-0.005218177	1.44073E-08
GPR176	0.00582237	0.009608234	-0.009608234	0.008336237
GPR180	-0.009530791	-0.005407188	0.005407188	1.71073E-09
GPR22	-0.004440649	-0.001234059	0.001234059	0.015818041
GPR63	-0.001317309	0.00230815	-0.00230815	2.13999E-06
GPR89A	-0.007272149	-0.004371801	0.004371801	2.59639E-09
GPR89B	-0.012251113	-0.008933129	0.008933129	8.24081E-14
GPRASP1	-0.014784102	-0.010737476	0.010737476	1.16863E-15
GPRASP2	-0.003154116	-0.000258752	0.000258752	0.000147997
GPRC5B	0.034341373	0.037448371	-0.037448371	5.2289E-103
GPRIN3	0.024896735	0.028464907	-0.028464907	3.45557E-41
GPS1	0.02525071	0.02846308	-0.02846308	1.12436E-54
GPS2	0.029967786	0.032963148	-0.032963148	7.48736E-84
GPSM1	0.029565175	0.03295262	-0.03295262	3.27482E-67
GPT2	-0.005199167	-0.002190457	0.002190457	2.17134E-08
GPX4	0.067322567	0.072289147	-0.072289147	3.0413E-152
GRAMD1A	0.007554866	0.010235828	-0.010235828	5.34338E-11
GRAMD1B	-0.000995179	0.005440853	-0.005440853	0.004640631
GRAMD4	-0.011349472	-0.00821595	0.00821595	1.12645E-13
GRB10	-0.030941619	-0.025570932	0.025570932	3.99418E-30
GRB2	-0.010240851	-0.005894568	0.005894568	9.45958E-06
GREB1	-0.011154042	-0.007860402	0.007860402	3.75275E-11
GREB1L	-0.003855467	0.000165985	-0.000165985	0.000166785
GREM2	0.006192836	0.009441275	-0.009441275	0.000626103
GRIA1	-0.048308751	-0.038726983	0.038726983	3.28917E-59
GRIA2	-0.094562655	-0.087250621	0.087250621	1.7755E-140
GRIA3	-0.048382473	-0.03870962	0.03870962	2.12077E-23
GRIA4	-0.082717847	-0.072250272	0.072250272	1.70325E-65
GRID1	-0.065447016	-0.056268061	0.056268061	6.43766E-45
GRID2	0.034738316	0.045859432	-0.045859432	5.91309E-35
GRIK1	0.020272234	0.029744184	-0.029744184	4.96329E-05
GRIK2	-0.030785635	-0.021074464	0.021074464	7.27016E-42
GRIK3	-0.009626463	-0.005085175	0.005085175	1.628E-07
GRIK4	0.003428882	0.00833714	-0.00833714	0.219575153
GRIK5	0.035635457	0.040738919	-0.040738919	8.27712E-50
GRIN1	0.128417367	0.136684973	-0.136684973	5.5938E-306
GRIN2A	-0.091300986	-0.082241359	0.082241359	1.3485E-108
GRIN2B	-0.009130726	-0.000131053	0.000131053	1.17035E-29
GRIN2D	-0.002970947	-0.000236907	0.000236907	1.2682E-05
GRIN3A	0.034893058	0.039457938	-0.039457938	2.99134E-52
GRINA	0.015886462	0.019577692	-0.019577692	3.36629E-16
GRIP1	-0.064015273	-0.052524252	0.052524252	1.99044E-33
GRIP2	0.006274466	0.008980288	-0.008980288	2.28018E-05
GRIPAP1	0.013816059	0.018613188	-0.018613188	8.44895E-33
GRK2	0.028482609	0.033679281	-0.033679281	7.76229E-37
GRK3	-0.05064523	-0.042422847	0.042422847	1.23752E-37
GRK4	-0.028364637	-0.023698636	0.023698636	1.93853E-35
GRK5	-0.022533574	-0.019260706	0.019260706	1.1056E-42
GRM1	0.001432598	0.009579307	-0.009579307	1.84649E-28
GRM3	0.043443826	0.050646181	-0.050646181	5.91566E-68
GRM4	0.006201761	0.00909272	-0.00909272	7.60676E-05
GRM5	-0.078437872	-0.070535812	0.070535812	2.2248E-114
GRM7	-0.113472445	-0.102950166	0.102950166	2.9887E-124
GRM8	-0.034078829	-0.028076336	0.028076336	6.28965E-28
GRSF1	-0.000177382	0.003221028	-0.003221028	0.012897836
GSAP	-0.012972614	-0.009772926	0.009772926	1.49367E-26
GSDMB	-0.009717974	-0.007061343	0.007061343	6.08651E-15
GSE1	-0.042507999	-0.037035663	0.037035663	7.80527E-52
GSG1L	-0.020741468	-0.017123184	0.017123184	5.25259E-31
GSK3A	0.026712833	0.030188441	-0.030188441	2.36732E-50
GSK3B	-0.094125718	-0.085568117	0.085568117	1.3973E-102
GSPT1	-0.000813849	0.0039545	-0.0039545	1.87377E-11
GSR	-0.001996638	0.001568243	-0.001568243	0.001852647
GSTA4	-0.000594006	0.004013567	-0.004013567	0.120694805
GSTCD	-0.012773976	-0.009532671	0.009532671	7.31522E-23
GSTO1	0.01257725	0.015325987	-0.015325987	2.88172E-18
GSTO2	0.004557618	0.008186379	-0.008186379	7.31689E-12
GTDC1	-0.03798372	-0.028678815	0.028678815	9.17753E-17
GTF2A1	-0.012848039	-0.008459205	0.008459205	2.63975E-13
GTF2B	-0.002226006	0.000325625	-0.000325625	0.015285504
GTF2E2	-0.009405213	-0.006101709	0.006101709	1.97671E-09
GTF2F2	0.0016719	0.0049448	-0.0049448	0.009963154
GTF2H1	-0.002894604	6.33025E-05	-6.33025E-05	4.49434E-08
GTF2H3	-0.005969365	-0.003176542	0.003176542	1.22955E-08
GTF2I	-0.004460742	0.004518839	-0.004518839	0.00188433
GTF2IRD1	-0.027677556	-0.02312043	0.02312043	9.78655E-33
GTF3A	0.007797175	0.011314352	-0.011314352	2.19946E-08
GTF3C1	-0.004364302	0.001392299	-0.001392299	3.12357E-06
GTF3C3	-0.005085847	-0.002312465	0.002312465	1.99442E-12
GTF3C5	0.008834409	0.011722611	-0.011722611	2.76738E-20
GTPBP1	0.011881941	0.014489812	-0.014489812	4.77996E-20
GUCY1A1	0.011728295	0.015391143	-0.015391143	4.75728E-12
GUCY1A2	-0.062715441	-0.053359479	0.053359479	2.11133E-46
GUCY1B1	0.002840835	0.009101881	-0.009101881	1.6988E-09
GUF1	0.002954834	0.005774226	-0.005774226	7.22132E-07
GUK1	0.057796345	0.062910976	-0.062910976	7.3059E-107
GULP1	-0.055401834	-0.049170085	0.049170085	4.88794E-68
GVQW3	-0.009408416	-0.006155112	0.006155112	4.52018E-12
GXYLT1	-0.005661287	-0.002843432	0.002843432	4.31558E-11
GYS1	-0.024681884	-0.021085334	0.021085334	1.06628E-48
HABP4	-0.018963563	-0.014665301	0.014665301	3.35186E-24
HACD2	0.004188192	0.008631013	-0.008631013	1.26696E-05
HACD3	0.009221753	0.013839286	-0.013839286	1.91801E-07
HACE1	-0.078110456	-0.071955954	0.071955954	1.4433E-138
HACL1	-0.009864347	-0.006024242	0.006024242	1.60956E-09
HADH	-0.002094539	0.000764372	-0.000764372	0.145478471
HADHA	0.012703227	0.01560775	-0.01560775	1.73256E-25
HADHB	-0.006671529	-0.003673904	0.003673904	4.4108E-09
HAGH	-0.031346825	-0.027061041	0.027061041	6.84473E-49
HAGHL	0.053098873	0.057574374	-0.057574374	1.0128E-123
HAPLN2	0.018565944	0.021921738	-0.021921738	4.08817E-58
HAPLN4	0.024798578	0.027799927	-0.027799927	1.73873E-60
HAT1	0.002932716	0.005353137	-0.005353137	0.001269058
HBP1	-0.003878195	-0.000541785	0.000541785	9.66899E-08
HBS1L	-0.011638642	-0.007102064	0.007102064	8.97513E-11
HCFC1R1	-0.014430756	-0.01004187	0.01004187	1.58479E-24
HCFC2	-0.00566226	-0.002607652	0.002607652	2.18061E-08
HCN1	-0.140576129	-0.130997225	0.130997225	3.3587E-180
HCN2	0.017082108	0.020455782	-0.020455782	5.27152E-25
HDAC10	0.048595188	0.052123271	-0.052123271	1.3807E-165
HDAC2	0.002281711	0.005699928	-0.005699928	2.20152E-05
HDAC3	0.001756625	0.004641422	-0.004641422	0.034170555
HDAC4	-0.051797602	-0.04499966	0.04499966	7.6716E-52
HDAC5	0.012914674	0.0164662	-0.0164662	2.19973E-21
HDAC6	0.006543598	0.009027702	-0.009027702	6.11992E-11
HDAC7	0.0129513	0.016210788	-0.016210788	1.75795E-19
HDAC8	-0.08851326	-0.080857555	0.080857555	3.516E-113
HDAC9	-0.102973568	-0.09329121	0.09329121	1.93071E-95
HDGF	0.003163573	0.005788103	-0.005788103	1.37572E-07
HDGFL2	0.009290807	0.012310528	-0.012310528	3.54522E-10
HDGFL3	0.002663483	0.008160363	-0.008160363	0.005877868
HDLBP	0.00268183	0.007008832	-0.007008832	0.002014728
HDX	-0.007655636	-0.003390474	0.003390474	0.001959316
HEATR1	-0.004082333	-0.001056163	0.001056163	5.99085E-07
HEATR3	-0.002900341	-3.64924E-05	3.64924E-05	1.22023E-06
HEATR4	-0.010292213	-0.007525727	0.007525727	3.64955E-13
HEATR5B	-0.002852736	0.001386688	-0.001386688	1.97872E-10
HECTD1	-0.012152149	-0.006656273	0.006656273	4.98374E-10
HECTD2	-0.062647381	-0.057070378	0.057070378	2.1992E-108
HECTD4	-0.052781482	-0.044710271	0.044710271	1.13375E-36
HECW1	-0.248978615	-0.239079822	0.239079822	0
HECW2	-0.13566402	-0.126138738	0.126138738	4.6573E-171
HELLS	-0.010950353	-0.00817713	0.00817713	3.16022E-22
HELZ	-0.011865166	-0.00495224	0.00495224	6.30184E-10
HERC1	-0.149728822	-0.140347696	0.140347696	4.3342E-220
HERC2	-0.125175546	-0.117479033	0.117479033	4.5863E-225
HERC3	0.05690505	0.061271775	-0.061271775	1.2254E-153
HERC4	-0.042714737	-0.034628062	0.034628062	3.15805E-26
HERC6	0.00035122	0.003136578	-0.003136578	4.27762E-07
HERPUD1	0.006733299	0.009377325	-0.009377325	6.02754E-08
HERPUD2	-0.01475672	-0.011125732	0.011125732	5.79705E-17
HEXB	-0.024367716	-0.021125586	0.021125586	1.08566E-56
HFM1	-0.039953941	-0.036466018	0.036466018	1.0949E-127
HGS	0.03168106	0.035616311	-0.035616311	7.40144E-58
HGSNAT	-0.028474654	-0.024193629	0.024193629	1.20548E-48
HHAT	-0.021930145	-0.017494372	0.017494372	7.49218E-22
HIBADH	-0.016936277	-0.012399507	0.012399507	1.03933E-13
HIBCH	-0.001772083	0.00481981	-0.00481981	1.00045E-09
HIC2	-0.095861704	-0.091181349	0.091181349	0
HID1	0.032306788	0.036575564	-0.036575564	6.46731E-64
HIF1A	0.01163026	0.01550312	-0.01550312	2.71478E-21
HIKESHI	0.00155093	0.004146005	-0.004146005	1.78915E-06
HINT1	-0.010385128	-0.006541226	0.006541226	7.04981E-13
HINT3	0.00747837	0.010736651	-0.010736651	2.42687E-13
HIP1	0.00989494	0.01298341	-0.01298341	3.92967E-10
HIP1R	0.022179674	0.025416404	-0.025416404	1.12138E-49
HIPK1	0.010737489	0.01498153	-0.01498153	2.01214E-10
HIPK2	0.014807731	0.019199151	-0.019199151	3.41418E-14
HIPK3	-0.005580535	-0.001391386	0.001391386	6.93556E-08
HIVEP1	-0.051302434	-0.045740507	0.045740507	1.34169E-73
HIVEP2	-0.074010001	-0.065067796	0.065067796	1.06781E-61
HIVEP3	-0.030841707	-0.022264655	0.022264655	1.21335E-20
HK1	-0.034602842	-0.028936571	0.028936571	1.29506E-36
HLCS	-0.038011479	-0.031656957	0.031656957	8.09427E-31
HLF	0.034146094	0.03986478	-0.03986478	1.63003E-39
HLTF	-0.002453702	0.001917194	-0.001917194	0.00095356
HM13	-0.035598085	-0.030909325	0.030909325	3.01304E-55
HMBOX1	-0.0087219	-0.002961777	0.002961777	7.35923E-06
HMCES	0.003360983	0.005942201	-0.005942201	5.42964E-08
HMG20A	-0.012921679	-0.007962079	0.007962079	1.38271E-10
HMGB1	-0.023920458	-0.0152937	0.0152937	5.92522E-11
HMGCLL1	-0.013529204	-0.007877351	0.007877351	2.08066E-10
HMGCR	0.004840098	0.009029933	-0.009029933	0.024347242
HMGCS1	0.017318975	0.020781688	-0.020781688	1.6904E-21
HMGN1	0.000190441	0.002867039	-0.002867039	0.928659466
HMGN2	0.005248714	0.008202865	-0.008202865	1.95424E-05
HMGN3	0.0144163	0.019571432	-0.019571432	6.02648E-16
HMGXB3	-0.003786311	-0.001065068	0.001065068	0.000395196
HMGXB4	-0.011494823	-0.0086441	0.0086441	6.73535E-17
HMOX2	0.004626372	0.007764485	-0.007764485	5.01631E-11
HNRNPA0	0.007943487	0.010696542	-0.010696542	1.24023E-07
HNRNPA1	0.037521349	0.040896503	-0.040896503	1.615E-107
HNRNPA2B1	0.036948834	0.04345765	-0.04345765	1.69183E-40
HNRNPA3	0.034725777	0.041216749	-0.041216749	7.87271E-53
HNRNPC	0.028307829	0.034433713	-0.034433713	3.43961E-28
HNRNPD	-0.010470932	-0.005674577	0.005674577	6.14276E-11
HNRNPDL	0.040427431	0.047762318	-0.047762318	1.45821E-51
HNRNPH1	-0.000976089	0.003847115	-0.003847115	0.001064576
HNRNPH2	0.004159982	0.007729744	-0.007729744	4.47058E-07
HNRNPH3	-0.003174465	0.001417641	-0.001417641	3.05728E-14
HNRNPK	0.0348297	0.04014446	-0.04014446	3.15041E-60
HNRNPL	-0.024313081	-0.019744483	0.019744483	1.30378E-32
HNRNPLL	-0.009132938	-0.004227802	0.004227802	1.69228E-11
HNRNPM	-0.00014903	0.004325378	-0.004325378	8.10446E-08
HNRNPR	-0.004706355	-0.000500961	0.000500961	1.12602E-09
HNRNPU	0.002109718	0.009598002	-0.009598002	7.7352E-09
HNRNPUL1	0.012883231	0.016096371	-0.016096371	1.63532E-20
HOMER1	-0.055615899	-0.048582879	0.048582879	7.45142E-56
HOMER2	-0.013308981	-0.009143285	0.009143285	9.84163E-14
HOOK1	-0.004420286	0.000124302	-0.000124302	2.71425E-05
HOOK2	0.000424801	0.002986245	-0.002986245	8.9551E-08
HOOK3	0.044314953	0.04989444	-0.04989444	6.7671E-83
HOPX	-0.017013738	-0.013063809	0.013063809	4.0997E-21
HP1BP3	0.028372726	0.035321998	-0.035321998	4.33482E-34
HPCA	0.047643987	0.051512272	-0.051512272	7.6179E-127
HPCAL1	-0.047161434	-0.042091196	0.042091196	6.0882E-76
HPCAL4	0.043174895	0.047659159	-0.047659159	8.77003E-82
HPRT1	-0.047348185	-0.041068745	0.041068745	5.71513E-50
HPS4	-0.000202087	0.002375704	-0.002375704	0.001219189
HPSE2	0.016566963	0.020641809	-0.020641809	4.02998E-16
HRAS	0.011035135	0.013784295	-0.013784295	5.5353E-15
HRH1	-0.021312384	-0.018394297	0.018394297	3.10594E-51
HRH2	-0.034883453	-0.03087979	0.03087979	6.44235E-68
HRH3	0.045194395	0.049394279	-0.049394279	4.4726E-100
HS2ST1	0.070034488	0.074617671	-0.074617671	7.628E-226
HS3ST1	-0.002956215	-0.000189518	0.000189518	0.109792588
HS3ST2	-0.023817892	-0.018874864	0.018874864	6.82952E-30
HS3ST4	-0.203280116	-0.194216578	0.194216578	0
HS3ST5	0.018110281	0.023815574	-0.023815574	4.0188E-10
